title,score,genres,ranked,popularity,members,favorites
Haikyuu!! To the Top,8.37,"Sports, School, Team Sports, Shounen",#220,#172,"974,604","5,347"
Kimetsu no Yaiba: Mugen Ressha-hen,8.36,"Action, Supernatural, Historical, Shounen",#222,#238,"826,299","4,389"
Tensei shitara Slime Datta Ken 2nd Season,8.37,"Action, Adventure, Comedy, Fantasy, Isekai, Reincarnation, Shounen",#221,#162,"1,013,415","10,852"
Meitantei Conan Movie 26: Kurogane no Submarine,8.36,"Action, Mystery, Detective, Shounen",#224,#5769,"14,145",104
Kaze no Tani no Nausicaä,8.35,"Adventure, Award Winning, Fantasy",#228,#631,"389,139","5,519"
Tunshi Xingkong 3rd Season,8.35,"Action, Adventure, Fantasy, Sci-Fi, Martial Arts",#230,#10717,"2,708",35
Kizumonogatari I: Tekketsu-hen,8.36,"Action, Mystery, Supernatural, Vampire",#223,#422,"546,959","3,734"
Shinseiki Evangelion,8.35,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense, Mecha, Psychological",#229,#45,"1,875,338","109,008"
Non Non Biyori Nonstop,8.36,"Slice of Life, CGDCT, Iyashikei, Seinen",#226,#1805,"129,397",951
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.35,"Comedy, Romance, Love Polygon, School",#231,#271,"758,007","14,353"
K-On! Movie,8.35,"Award Winning, Comedy, CGDCT, Music",#227,#736,"338,560","2,874"
Baccano!,8.35,"Action, Mystery, Supernatural, Adult Cast, Historical, Organized Crime",#232,#194,"922,017","23,336"
Mushoku Tensei: Isekai Ittara Honki Dasu,8.36,"Adventure, Drama, Fantasy, Ecchi, Isekai, Reincarnation",#225,#96,"1,404,867","35,924"
Gintama: Shiroyasha Koutan,8.35,"Action, Comedy, Sci-Fi, Historical, Parody",#233,#2675,"71,716",92
Girls & Panzer: Saishuushou Part 4,8.35,"CGDCT, Military, School",#234,#5129,"19,270",99
Initial D First Stage,8.35,"Action, Drama, Racing, Seinen",#236,#605,"401,136","12,775"
Hellsing Ultimate,8.35,"Action, Horror, Supernatural, Adult Cast, Gore, Military, Vampire, Seinen",#235,#181,"957,023","22,285"
Bakuman. 2nd Season,8.34,"Comedy, Drama, Romance, Otaku Culture, Shounen",#237,#688,"359,275","1,375"
Fumetsu no Anata e,8.34,"Adventure, Drama, Supernatural, Shounen",#238,#199,"906,181","14,793"
Versailles no Bara,8.34,"Drama, Romance, Crossdressing, Historical, Military, Shoujo",#240,#2131,"103,042","3,156"
IDOLiSH7 Third Beat! Part 2,8.34,"Drama, Idols (Male), Music",#239,#5584,"15,318",249
Usagi Drop,8.33,"Slice of Life, Childcare, Iyashikei, Josei",#243,#462,"504,932","5,941"
Wu Shan Wu Xing: Xichuan Huan Zi Lin,8.34,"Action, Fantasy, Supernatural, Historical, Martial Arts",#242,#5727,"14,422",103
Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.33,"Action, Comedy, Fantasy, Isekai, Reincarnation",#244,#574,"417,300","4,682"
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.34,Drama,#241,#723,"344,175",924
Kidou Senshi Gundam: The Origin,8.33,"Action, Sci-Fi, Mecha, Military, Space, Shounen",#245,#2557,"76,897",902
Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,"Slice of Life, Supernatural, Iyashikei, Mythology, Shoujo",#247,#2461,"82,102",114
Psycho-Pass,8.33,"Action, Mystery, Sci-Fi, Suspense, Adult Cast, Detective, Psychological",#248,#62,"1,668,974","39,196"
Kiseijuu: Sei no Kakuritsu,8.33,"Action, Horror, Sci-Fi, Suspense, Gore, Psychological, Seinen",#246,#42,"1,922,555","35,319"
Douluo Dalu 2nd Season,8.33,"Action, Adventure, Fantasy, Supernatural, Historical, Martial Arts",#250,#4917,"21,420",466
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.33,"Drama, Fantasy, Suspense, Isekai, Psychological, Time Travel",#249,#130,"1,155,987","11,854"
Bakemonogatari,8.32,"Mystery, Romance, Supernatural, Vampire",#253,#94,"1,429,567","49,646"
One Outs,8.32,"Sports, Suspense, Adult Cast, Psychological, Team Sports, Seinen",#258,#1035,"244,505","4,098"
Kaijuu 8-gou,8.31,"Action, Sci-Fi, Adult Cast, Military, Shounen",#259,#470,"497,730","4,842"
Tensei shitara Slime Datta Ken 2nd Season Part 2,8.32,"Action, Adventure, Comedy, Fantasy, Isekai, Reincarnation, Shounen",#255,#244,"816,733","10,974"
Dr. Stone: New World Part 2,8.33,"Adventure, Comedy, Sci-Fi, Shounen",#251,#799,"315,835","1,427"
Uchuu Senkan Yamato 2199,8.32,"Action, Drama, Sci-Fi, Adult Cast, Military, Space",#256,#1932,"118,445","1,787"
Hibike! Euphonium 2,8.33,"Drama, Music, Performing Arts, School",#252,#1055,"240,709","3,710"
Fate/stay night: Unlimited Blade Works 2nd Season,8.32,"Action, Fantasy, Urban Fantasy",#254,#213,"872,996","9,360"
Major S6,8.31,"Sports, Team Sports, Shounen",#260,#2852,"64,224",474
Violet Evergarden: Recollections,8.32,Drama,#257,#3889,"35,572",156
Natsume Yuujinchou Go Specials,8.31,"Slice of Life, Supernatural, Iyashikei, Mythology, Shoujo",#261,#3319,"48,248",62
NHK ni Youkoso!,8.31,"Comedy, Drama, Romance, Suspense, Adult Cast, Otaku Culture, Psychological",#262,#266,"769,350","27,459"
Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,8.31,"Drama, Romance, Supernatural, School",#265,#2109,"104,609",416
Sasaki to Miyano Movie: Sotsugyou-hen,8.31,"Boys Love, Otaku Culture, School",#264,#3312,"48,341",356
Romeo no Aoi Sora,8.31,"Adventure, Drama, Historical",#263,#3193,"51,685",665
86,8.31,"Action, Drama, Sci-Fi, Mecha, Military",#266,#232,"833,623","22,146"
Given,8.31,"Boys Love, Drama, Music, School",#269,#383,"591,197","17,443"
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8.31,"Drama, Sci-Fi, Adult Cast, Military, Space",#268,#4787,"22,763",126
Hunter x Hunter: Original Video Animation,8.31,"Action, Adventure, Fantasy, Shounen",#270,#1801,"129,956",419
Ashita no Joe,8.31,"Drama, Sports, Combat Sports, Shounen",#267,#2216,"97,484","2,082"
Katanagatari,8.30,"Action, Adventure, Romance, Historical, Martial Arts",#271,#399,"572,506","10,821"
Kemono no Souja Erin,8.30,"Drama, Fantasy",#272,#2341,"88,680","1,498"
Kingdom 2nd Season,8.30,"Action, Historical, Military, Seinen",#273,#1772,"132,899",874
Luo Xiao Hei Zhan Ji (Movie),8.30,"Adventure, Drama, Fantasy",#274,#4314,"28,540",389
Ookami to Koushinryou II,8.30,"Adventure, Drama, Romance, Supernatural, Adult Cast",#276,#463,"504,346","4,279"
Boku dake ga Inai Machi,8.30,"Mystery, Suspense, Psychological, Time Travel, Seinen",#277,#28,"2,151,585","49,038"
Natsume Yuujinchou,8.30,"Slice of Life, Supernatural, Iyashikei, Mythology, Shoujo",#275,#419,"555,905","16,092"
Beck,8.29,"Drama, Music, Shounen",#282,#710,"351,061","8,606"
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,8.30,"Drama, Sci-Fi, Adult Cast, Military, Space",#280,#5546,"15,653",59
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.29,"Drama, Supernatural",#281,#70,"1,636,328","32,637"
Initial D Final Stage,8.29,"Racing, Seinen",#283,#1602,"151,005",995
Tunshi Xingkong 2nd Season,8.29,"Action, Adventure, Fantasy, Sci-Fi, Martial Arts",#285,#7873,"6,605",131
Evangelion Movie 2: Ha,8.30,"Action, Drama, Sci-Fi, Suspense, Mecha, Psychological",#279,#416,"558,013","3,479"
Diamond no Ace: Second Season,8.30,"Sports, School, Team Sports, Shounen",#278,#1685,"141,589","1,084"
Steins;Gate: Oukoubakko no Poriomania,8.29,"Comedy, Sci-Fi, Time Travel",#284,#528,"449,131",856
Redline,8.28,"Action, Sci-Fi, Adult Cast, Racing",#291,#621,"392,324","5,777"
Sakamichi no Apollon,8.29,"Drama, Romance, Historical, Love Polygon, Music, School, Josei",#288,#617,"395,794","7,051"
Meitantei Conan Movie 06: Baker Street no Bourei,8.29,"Adventure, Mystery, Detective, Shounen",#287,#2498,"80,116",269
Major: World Series,8.28,"Sports, Team Sports, Shounen",#290,#3802,"37,598",102
Kuroko no Basket 3rd Season,8.29,"Sports, School, Team Sports, Shounen",#286,#260,"782,602","5,079"
Gintama: Shinyaku Benizakura-hen,8.28,"Action, Comedy, Sci-Fi, Historical, Parody, Samurai, Shounen",#294,#3460,"44,981",52
Kino no Tabi: The Beautiful World,8.28,"Adventure, Drama, Fantasy",#289,#768,"328,501","7,130"
Doukyuusei,8.28,"Boys Love, School",#293,#915,"277,888","6,308"
Suzume no Tojimari,8.28,"Adventure, Supernatural, Mythology",#295,#602,"403,102","4,889"
Rurouni Kenshin: Meiji Kenkaku Romantan,8.28,"Action, Comedy, Romance, Historical, Samurai, Shounen",#292,#461,"505,347","10,210"
Tokyo Godfathers,8.28,"Award Winning, Comedy, Drama, Childcare",#296,#844,"302,886","2,705"
Tunshi Xingkong 4th Season,8.27,"Action, Adventure, Fantasy, Sci-Fi, Martial Arts",#300,#10265,"3,084",84
Shirobako,8.27,"Award Winning, Comedy, Drama, Adult Cast, Otaku Culture, Workplace",#298,#520,"453,077","6,245"
Yuukoku no Moriarty Part 2,8.28,"Mystery, Suspense, Adult Cast, Historical, Organized Crime, Psychological, Shounen",#297,#958,"264,908","3,170"
Tenki no Ko,8.27,"Award Winning, Drama, Romance, Supernatural",#299,#158,"1,039,253","12,647"
Gin no Saji 2nd Season,8.27,"Comedy, School, Shounen",#309,#1627,"148,424",681
Kage no Jitsuryokusha ni Naritakute!,8.27,"Action, Comedy, Fantasy, Isekai, Reincarnation",#302,#291,"714,758","15,968"
Diamond no Ace: Act II,8.27,"Sports, School, Team Sports, Shounen",#306,#2264,"93,725","1,022"
Yuru Camp△,8.27,"Slice of Life, CGDCT, Iyashikei",#301,#454,"509,373","11,517"
Ore dake Level Up na Ken,8.27,"Action, Adventure, Fantasy, Adult Cast, Urban Fantasy",#305,#257,"786,116","14,382"
Fate/Zero,8.27,"Action, Fantasy, Urban Fantasy",#308,#79,"1,531,584","33,764"
Koukaku Kidoutai,8.27,"Action, Award Winning, Mystery, Sci-Fi, Suspense, Adult Cast, Detective, Mecha, Psychological, Seinen",#303,#336,"655,869","13,297"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.27,"Drama, Sci-Fi, Adult Cast, Military, Space",#310,#4405,"27,490",105
Dr. Stone,8.27,"Adventure, Comedy, Sci-Fi, Survival, Shounen",#307,#50,"1,799,786","28,887"
Naruto: Shippuuden,8.27,"Action, Adventure, Fantasy, Martial Arts, Shounen",#304,#16,"2,558,593","114,228"
Boku no Hero Academia 6th Season,8.26,"Action, School, Super Power, Shounen",#312,#302,"701,317","7,262"
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.26,"Adventure, Comedy, Fantasy, Mecha, Kids, Shounen",#313,#5291,"17,659",163
Hotarubi no Mori e,8.27,"Award Winning, Drama, Romance, Supernatural, Shoujo",#311,#226,"840,312","10,365"
Tanoshii Muumin Ikka,8.26,"Adventure, Fantasy, Slice of Life, Iyashikei, Kids",#318,#4278,"29,042",779
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.26,"Sci-Fi, Suspense, Time Travel",#317,#936,"270,117",444
Hajime no Ippo: Champion Road,8.26,"Sports, Combat Sports, Shounen",#315,#1665,"144,217",253
Tsubasa: Tokyo Revelations,8.26,"Action, Adventure, Drama, Fantasy, Romance, Shounen",#320,#2218,"97,318",825
Tenkuu no Shiro Laputa,8.26,"Adventure, Award Winning, Fantasy, Romance, Sci-Fi",#319,#464,"504,274","4,477"
Gyakkyou Burai Kaiji: Ultimate Survivor,8.26,"Suspense, Adult Cast, High Stakes Game, Psychological, Strategy Game, Seinen",#314,#679,"364,034","10,255"
Nodame Cantabile,8.26,"Comedy, Romance, Adult Cast, Music, Josei",#321,#786,"320,147","4,916"
Chi. Chikyuu no Undou ni Tsuite,8.25,"Drama, Historical, Seinen",#325,#2715,"69,683",349
Kuroshitsuji Movie: Book of the Atlantic,8.25,"Action, Mystery, Supernatural, Historical, Mythology, Shounen",#323,#1209,"208,677","1,558"
Planetes,8.25,"Award Winning, Drama, Romance, Sci-Fi, Adult Cast, Space, Workplace, Seinen",#324,#974,"261,643","3,957"
Dororo,8.25,"Action, Adventure, Fantasy, Historical, Mythology, Samurai, Shounen",#326,#108,"1,272,753","21,519"
Space☆Dandy 2nd Season,8.26,"Comedy, Sci-Fi, Adult Cast, Space",#316,#1431,"172,232","1,878"
Stranger: Mukou Hadan,8.25,"Action, Adventure, Historical, Samurai",#329,#733,"339,985","2,998"
Hunter x Hunter: Greed Island Final,8.25,"Action, Adventure, Fantasy, Shounen",#327,#1623,"148,813",247
Sennen Joyuu,8.24,"Action, Adventure, Award Winning, Drama, Fantasy, Romance, Adult Cast, Historical, Showbiz",#332,#1288,"194,212","2,752"
World Trigger 3rd Season,8.25,"Action, Sci-Fi, Shounen",#331,#1855,"125,196","1,190"
Tonari no Totoro,8.25,"Adventure, Award Winning, Supernatural",#330,#141,"1,094,489","8,738"
Kono Subarashii Sekai ni Shukufuku wo! 2,8.25,"Adventure, Comedy, Fantasy, Isekai, Parody",#322,#76,"1,562,112","12,001"
Shinsekai yori,8.25,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense, Psychological",#328,#254,"792,549","22,026"
Spy x Family Part 2,8.24,"Action, Comedy, Childcare, Super Power, Shounen",#333,#169,"986,327","7,485"
Kobayashi-san Chi no Maid Dragon S,8.24,"Fantasy, Slice of Life",#334,#396,"574,681","5,787"
Boku no Kokoro no Yabai Yatsu,8.24,"Comedy, Romance, School, Shounen",#337,#719,"345,182","5,119"
Meitantei Conan: Episode One - Chiisaku Natta Meitantei,8.24,"Adventure, Comedy, Mystery, Detective, Shounen",#335,#4102,"32,195",63
Non Non Biyori Movie: Vacation,8.24,"Slice of Life, CGDCT, Iyashikei, Seinen",#336,#2477,"81,223",206
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.24,"Action, Adventure, Fantasy",#338,#1042,"242,870","1,649"
Haikyuu!! Movie 4: Concept no Tatakai,8.24,"Sports, School, Team Sports, Shounen",#341,#2280,"92,657",88
Bakemono no Ko,8.23,"Adventure, Fantasy, Anthropomorphic, Isekai",#343,#552,"434,244","3,218"
Gyakkyou Burai Kaiji: Hakairoku-hen,8.24,"Suspense, Adult Cast, High Stakes Game, Psychological, Strategy Game, Seinen",#340,#1261,"199,024","2,812"
Danshi Koukousei no Nichijou,8.23,"Comedy, Gag Humor, School",#345,#225,"843,544","14,450"
Golden Kamuy 2nd Season,8.24,"Action, Adventure, Adult Cast, Historical, Military, Seinen",#339,#1185,"214,699",955
Doupo Cangqiong 4th Season,8.23,"Action, Adventure, Fantasy, Romance, Supernatural, Martial Arts, Mythology",#346,#7226,"8,164",108
Hajime no Ippo: Mashiba vs. Kimura,8.24,"Sports, Combat Sports, Shounen",#342,#1965,"116,170",214
Blue Lock,8.23,"Sports, Team Sports, Shounen",#344,#275,"750,778","13,125"
IDOLiSH7 Third Beat!,8.23,"Drama, Idols (Male), Music",#347,#4664,"24,079",379
Youjo Senki Movie,8.23,"Action, Fantasy, Isekai, Military, Reincarnation, Urban Fantasy",#348,#874,"295,564","1,130"
Majo no Takkyuubin,8.23,"Adventure, Award Winning, Comedy, Drama, Fantasy",#350,#371,"610,934","6,126"
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,8.23,"Action, Drama, Sci-Fi, Mecha, Space",#349,#1619,"149,365","1,667"
Major S3,8.22,"Sports, Team Sports, Shounen",#358,#2695,"70,723",353
Mimi wo Sumaseba,8.22,"Drama, Romance, Shoujo",#359,#655,"377,721","5,284"
Kamisama Hajimemashita◎,8.22,"Comedy, Romance, Supernatural, Mythology, Shoujo",#355,#559,"428,255","3,432"
Nodame Cantabile Finale,8.22,"Comedy, Romance, Adult Cast, Music, Josei",#360,#1802,"129,718",411
Kono Sekai no Katasumi ni,8.22,"Award Winning, Drama, Historical, Seinen",#356,#1290,"194,176","1,601"
Mushoku Tensei II: Isekai Ittara Honki Dasu,8.23,"Adventure, Drama, Fantasy, Ecchi, Isekai, Reincarnation",#352,#361,"626,805","7,228"
Re:Zero kara Hajimeru Isekai Seikatsu,8.23,"Drama, Fantasy, Suspense, Isekai, Psychological, Time Travel",#353,#24,"2,268,496","69,281"
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.23,"Drama, Romance, Supernatural, School",#354,#52,"1,796,887","47,707"
Make Heroine ga Oosugiru!,8.23,"Comedy, Romance, School",#351,#1197,"212,315","2,270"
Shoujo Kakumei Utena,8.22,"Award Winning, Drama, Fantasy, Mystery, Suspense, Mahou Shoujo, Psychological, School",#361,#1116,"228,586","8,849"
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.22,"Drama, Suspense, Mahou Shoujo, Psychological",#357,#1233,"205,014",956
Shoujo Shuumatsu Ryokou,8.22,"Adventure, Mystery, Sci-Fi, Slice of Life, CGDCT, Iyashikei",#362,#685,"360,318","7,457"
Wu Liuqi: Zui Qiang Fa Xing Shi,8.22,"Action, Comedy, Drama, Mystery, Martial Arts, Super Power",#364,#2474,"81,293",564
Shen Yin Wangzuo 2nd Season,8.21,"Action, Adventure, Fantasy",#366,#8658,"5,209",114
Trigun,8.22,"Action, Adventure, Sci-Fi, Adult Cast, Shounen",#363,#259,"783,781","16,400"
SKET Dance,8.21,"Comedy, School, Shounen",#367,#1114,"228,875","3,224"
Yubisaki to Renren,8.22,"Romance, Adult Cast, Shoujo",#365,#993,"257,751","3,286"
Tengoku Daimakyou,8.21,"Adventure, Mystery, Sci-Fi, Seinen",#368,#436,"529,947","6,293"
BanG Dream! It's MyGO!!!!!,8.21,"Drama, Music",#369,#4726,"23,474",615
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.21,"Award Winning, Comedy, Drama, Romance, Mahou Shoujo, Shoujo",#372,#1935,"118,316",471
Berserk: Ougon Jidai-hen III - Kourin,8.21,"Action, Adventure, Drama, Fantasy, Horror, Gore, Military, Seinen",#370,#1095,"232,642","1,649"
Fruits Basket 1st Season,8.21,"Drama, Romance, Supernatural, Love Polygon, School, Shoujo",#373,#214,"867,600","16,884"
Kaguya-hime no Monogatari,8.21,"Award Winning, Fantasy, Historical",#374,#1052,"240,918","2,766"
Bungou Stray Dogs 3rd Season,8.21,"Action, Mystery, Adult Cast, Detective, Organized Crime, Super Power, Seinen",#371,#334,"659,620","5,039"
Magi: The Kingdom of Magic,8.21,"Action, Adventure, Fantasy, Shounen",#376,#216,"859,942","7,665"
Liz to Aoi Tori,8.21,"Award Winning, Drama, Music, Performing Arts, School",#375,#1628,"148,376","2,910"
Major S1,8.21,"Sports, Team Sports, Shounen",#377,#2121,"103,659","1,394"
Ookami to Koushinryou,8.21,"Adventure, Drama, Romance, Supernatural, Adult Cast",#378,#228,"838,104","18,044"
Meitantei Conan Movie 13: Shikkoku no Chaser,8.20,"Action, Mystery, Detective, Shounen",#382,#2924,"61,490",78
Sasaki to Miyano,8.21,"Boys Love, Otaku Culture, School",#379,#1214,"207,905","5,191"
Kimetsu no Yaiba: Katanakaji no Sato-hen,8.20,"Action, Supernatural, Historical, Shounen",#380,#195,"920,814","9,490"
Quanzhi Gaoshou Specials,8.20,"Action, Video Game",#384,#2067,"108,544",348
Kuroko no Basket 2nd Season,8.20,"Sports, School, Team Sports, Shounen",#381,#211,"876,772","4,328"
xxxHOLiC◆Kei,8.20,"Comedy, Drama, Mystery, Supernatural, Seinen",#388,#1636,"147,355",617
ReLIFE: Kanketsu-hen,8.20,"Drama, Romance, School",#385,#583,"411,137","1,944"
Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.20,"Comedy, Gag Humor, School, Super Power, Shounen",#386,#1115,"228,784",402
One Piece Movie 14: Stampede,8.20,"Action, Adventure, Fantasy, Shounen",#383,#1252,"201,089",676
Senki Zesshou Symphogear XV,8.20,"Action, Sci-Fi, Idols (Female), Music",#387,#3646,"40,823",890
Bocchi the Rock! Movie,8.20,"Comedy, CGDCT, Music",#390,#2970,"59,459",419
Fate/strange Fake: Whispers of Dawn,8.20,"Action, Fantasy, Urban Fantasy",#391,#2432,"83,661",354
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.20,"Comedy, Romance, Love Polygon, School",#389,#142,"1,093,299","15,965"
Horimiya,8.20,"Romance, School, Shounen",#393,#89,"1,455,665","36,877"
InuYasha: Kanketsu-hen,8.20,"Action, Adventure, Fantasy, Romance, Historical, Love Polygon, Mythology, Time Travel, Shounen",#394,#887,"290,717","2,235"
Maison Ikkoku,8.19,"Comedy, Drama, Romance, Adult Cast, Seinen",#398,#2573,"76,138","1,768"
Hachimitsu to Clover II,8.19,"Drama, Romance, Adult Cast, Love Polygon, Visual Arts, Josei",#397,#2065,"108,632",947
Great Pretender,8.20,"Action, Adventure, Mystery, Adult Cast, Organized Crime",#392,#312,"690,246","10,146"
Dragon Ball Z,8.19,"Action, Adventure, Comedy, Fantasy, Martial Arts, Super Power, Shounen",#396,#114,"1,256,552","39,515"
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.19,"Action, Adventure, Fantasy, Shounen",#400,#2843,"64,466",76
Asobi Asobase,8.19,"Comedy, Gag Humor, School, Seinen",#395,#471,"497,805","6,971"
Mo Dao Zu Shi Q,8.19,"Comedy, Fantasy, Historical, Mythology, Reincarnation",#399,#4573,"25,374",245
xxxHOLiC Rou,8.18,"Drama, Mystery, Supernatural, Seinen",#403,#2682,"71,229",186
Stand By Me Doraemon 2,8.18,"Comedy, Sci-Fi, Time Travel, Kids",#402,#4510,"26,166",133
Dragon Ball Super: Broly,8.18,"Action, Adventure, Fantasy, Martial Arts, Super Power, Shounen",#410,#565,"423,910","3,284"
Chihayafuru,8.18,"Drama, Sports, Love Polygon, School, Strategy Game, Josei",#409,#498,"472,127","8,075"
Bungou Stray Dogs 2nd Season,8.18,"Action, Mystery, Adult Cast, Detective, Organized Crime, Super Power, Seinen",#408,#204,"886,567","6,800"
Yoru wa Mijikashi Arukeyo Otome,8.18,"Comedy, Romance, Adult Cast",#405,#1791,"131,148","1,747"
Vanitas no Karte Part 2,8.19,"Action, Fantasy, Mystery, Historical, Urban Fantasy, Vampire, Shounen",#401,#870,"296,752","2,758"
Yojouhan Time Machine Blues,8.18,"Comedy, Mystery, Romance, Suspense, Adult Cast, Psychological, Time Travel",#404,#3423,"45,718",302
Bakuman.,8.18,"Comedy, Drama, Romance, Otaku Culture, Shounen",#406,#355,"632,633","9,465"
Ballroom e Youkoso,8.18,"Sports, Performing Arts, Shounen",#407,#722,"344,279","3,621"
Fate/stay night: Unlimited Blade Works,8.18,"Action, Fantasy, Urban Fantasy",#411,#140,"1,096,823","16,791"
Major S2,8.18,"Sports, Team Sports, Shounen",#416,#2627,"73,437",311
Hunter x Hunter: Greed Island,8.18,"Action, Adventure, Fantasy, Shounen",#414,#1522,"160,874",301
Major S4,8.18,"Sports, Team Sports, Shounen",#417,#2783,"66,870",198
Haikyuu!! Movie 3: Sainou to Sense,8.18,"Sports, School, Team Sports, Shounen",#413,#2240,"95,845",106
Nomad: Megalo Box 2,8.18,"Sci-Fi, Sports, Adult Cast, Combat Sports",#418,#1220,"207,257","2,177"
Girls & Panzer Movie,8.18,"Action, Award Winning, CGDCT, Military, School",#412,#2047,"109,909","1,412"
Initial D Second Stage,8.18,"Action, Drama, Racing, Seinen",#415,#1109,"230,034","1,124"
Non Non Biyori Repeat,8.18,"Slice of Life, CGDCT, Iyashikei, School, Seinen",#419,#1234,"204,799","1,267"
Kotarou wa Hitorigurashi,8.17,"Slice of Life, Childcare, Seinen",#421,#1490,"165,273","2,128"
Little Busters! Refrain,8.17,"Comedy, Drama, Romance, School",#422,#1454,"169,586","2,109"
K-On!!,8.17,"Award Winning, Comedy, CGDCT, Music, School",#420,#292,"713,005","14,762"
Sono Bisque Doll wa Koi wo Suru,8.17,"Romance, Otaku Culture, School, Seinen",#427,#137,"1,127,409","21,048"
Ao Ashi,8.17,"Sports, Team Sports, Seinen",#430,#1131,"225,090","3,147"
No Game No Life: Zero,8.17,"Drama, Fantasy, Romance, Isekai",#426,#203,"892,471","7,835"
Black Lagoon: The Second Barrage,8.17,"Action, Adult Cast, Organized Crime, Seinen",#431,#432,"532,531","3,190"
Made in Abyss Movie 1: Tabidachi no Yoake,8.17,"Adventure, Drama, Fantasy, Mystery, Sci-Fi, Gore",#423,#1731,"136,442",246
Cardcaptor Sakura,8.17,"Adventure, Comedy, Drama, Romance, Mahou Shoujo, School, Shoujo",#432,#529,"449,054","13,879"
Wu Liuqi: Anying Suming,8.17,"Action, Adventure, Comedy, Drama, Mystery, Martial Arts, Super Power",#428,#4484,"26,501",177
Yuukoku no Moriarty,8.17,"Mystery, Suspense, Adult Cast, Historical, Organized Crime, Psychological, Shounen",#429,#526,"450,327","7,634"
Girls & Panzer: Saishuushou Part 3,8.17,"CGDCT, Military, School",#435,#4215,"30,042",116
Digimon Adventure: Last Evolution Kizuna,8.17,"Action, Adventure, Comedy, Drama",#433,#3384,"46,572",325
Holo no Graffiti,8.17,Comedy,#436,#3047,"56,624","1,907"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.17,"Drama, Sci-Fi, Adult Cast, Military, Space",#434,#4446,"26,888",52
Initial D Fourth Stage,8.17,"Action, Drama, Racing, Seinen",#437,#1274,"196,484","1,354"
Meitantei Conan Movie 20: Junkoku no Nightmare,8.17,"Action, Mystery, Detective, Shounen",#425,#3527,"43,437",96
Akira,8.16,"Action, Horror, Sci-Fi, Gore, Military, Super Power, Seinen",#438,#209,"879,585","14,111"
Cang Yuan Tu,8.16,"Action, Adventure, Fantasy, Historical, Martial Arts",#440,#10483,"2,891",43
Dr. Stone: Stone Wars,8.16,"Adventure, Comedy, Sci-Fi, Survival, Shounen",#441,#145,"1,083,519","7,355"
Higurashi no Naku Koro ni Kai,8.16,"Horror, Mystery, Suspense, Gore, Psychological",#443,#482,"488,462","7,433"
Aria the Natural,8.16,"Fantasy, Sci-Fi, Slice of Life, Iyashikei, Shounen",#439,#2475,"81,285",817
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.16,"Action, Fantasy, Urban Fantasy",#442,#500,"469,135","2,606"
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.16,"Comedy, Fantasy, Romance, Mythology, Shoujo",#445,#2761,"67,928",196
Lycoris Recoil,8.16,Action,#446,#442,"526,249","8,859"
Horimiya: Piece,8.16,"Romance, School, Shounen",#444,#686,"360,185","2,769"
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.16,"Action, Sci-Fi, Mecha",#449,#1447,"170,206",421
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,8.16,"Slice of Life, Supernatural, Iyashikei, Mythology, Shoujo",#447,#3781,"37,967",108
Ouran Koukou Host Club,8.16,"Comedy, Romance, Crossdressing, Reverse Harem, School, Shoujo",#448,#132,"1,151,890","35,094"
Shinigami Bocchan to Kuro Maid 3rd Season,8.15,"Comedy, Fantasy, Romance, Love Status Quo, Urban Fantasy",#450,#3111,"54,435",240
Meitantei Conan,8.17,"Adventure, Comedy, Mystery, Detective, Shounen",#424,#693,"357,277","15,151"
Spy x Family Movie: Code: White,8.15,"Action, Comedy, Childcare, Super Power, Shounen",#451,#1480,"166,594",563
